date,time,Annotated tweet,Class,Your class label
10/16/2012,09:47:23-05:00, Romney 's grandpa was a pimp... Lol he had 5 wives &amp; 30 kids! He was a busy man,-1,
10/16/2012,10:03:24-05:00,Still having trouble understanding  Romney 's tax plan but this is a good start: http://t.co/fFbsLBXT,1,
10/16/2012,10:11:56-05:00,HE WILL CONTROL YOUR EVERY MOVE! Romney  drafted bill to allowing religious grp to  ban gay's  from adopting children . http://t.co/KESl09SO,-1,
10/16/2012,09:03:50-05:00,if  Romney  win I'm no longer wearing nice clothes or driving a nissan I'm downgrading to a Kia &amp; wearing Colombia &amp; wrangler jeans idc Idc,-1,
10/16/2012,10:21:18-05:00,"# Romney  named Walid Phares, radical Islamophobe tied to  militia that committed atrocities , to his foreign policy team  http://t.co/fMqtTwt6",-1,
10/16/2012,09:51:37-05:00,"ì@UberFacts: In 1965,  Mitt Romney  was arrested for using large blocks of ice to slide down the slopes of a golf course.î He's going to hell.",-1,
10/16/2012,09:27:20-05:00,This dude n class just piss me off talking bout the Vice President debate talking bout Biden was  rude  and stuff well what u think  Romney  did,0,
10/16/2012,09:08:09-05:00," MittRomney    is a  relentless, bald-faced liar, a sociopath, a thing without a conscious: the devil. ",-1,
10/16/2012,09:09:54-05:00,Chuck OK. I'll be here keeping count of  Mitt 's  lies  if it take 140 TWEETS. LOL,-1,
10/16/2012,10:22:27-05:00,"Like Bush, Willard  Romney  is also afraid of the women of The View...Ann will be on thurs Hope they eat her alive http://t.co/GbM3cqCx",2,
10/16/2012,09:15:41-05:00,"This is funny: When it comes to his $5 trillion tax plan, don't let  Mitt Romney  give you the runaround. Details matter: http://t.co/APYLnueU",-1,
10/16/2012,09:20:12-05:00," Mitt Romney  said that catching bin Laden would be ""insignificant"" and it's ""not worth moving heaven and earth."" http://t.co/MYFSv54H",-1,
10/16/2012,09:18:10-05:00,ì@realDonaldTrump: I have no doubt that  Mitt  will do really well tonight. We'll all be watching  MittRomney .î CANNOT WAIT! #RommeyRyan2012,1,
10/16/2012,09:42:27-05:00,Fuck  romney  like I really don't like him his bitch ass he don't kno the struggle,-1,
10/16/2012,09:54:26-05:00,"But this world isn't perfect, so I'm off to north campus to listen to an hour and forty minutes of lame jokes and  Romney  bashing ??",-1,
10/16/2012,09:32:46-05:00,"Seriously, the arithmetic issues in the  Romney  campaign are EPIC. This analysis of  his jobs numbers is just brutal . http://t.co/eVbh2X0D",-1,
10/16/2012,09:49:19-05:00," Mitt Romney  is fake bro! "" romney 's "" 12 million jobs "" is fake http://t.co/0sYUf7v9""",-1,
10/16/2012,09:33:28-05:00,Diane von Furstenberg Is ëNot Quite Sureí How Ann  Romney  Ended Up Wearing One of Her Dresses http://t.co/MXtVgAsn,0,
10/16/2012,09:40:33-05:00,"AdWatch: "" Mitt Romney  is  wrong for women's health "" - Radio-#AttackAd von #PPVotes warnt Frauen vor #Romney http://t.co/bkNjbEVW #uswahl",-1,
10/16/2012,09:50:15-05:00,"Cat Then call me ""sexist;"" I'm voting against # Romney  because he's a dick!",-1,
10/16/2012,09:10:35-05:00,"vidJWhite858 Mitt will suck tonight because he will be around ""you people"".# mitt astrophe",-1,
10/16/2012,09:40:02-05:00," Romney 's  tax plan doesn't add up , but does it deserve a second look? http://t.co/YGFyFTD7",-1,
10/16/2012,09:02:10-05:00,mutt  romney  how about no viagra or early prostate exam untilled men are 60 come on ain't that fair.,-1,
10/16/2012,10:13:06-05:00,I've Noticed Alot Of Ppl Want  Obama  Out Of Office But Not Alot Of Ppl Want  Romney  In Office ... That's Not How It Works,2,
10/16/2012,10:02:01-05:00,A guy just told me I was crazy to vote for  Romney  but then asked me if he could cheat off my test. How ironic.,1,
10/16/2012,10:18:15-05:00,CNN: Mitt # Romney  made millions investing in companies that  did business in #Iran . http://t.co/JRzRXsDG,-1,
10/16/2012,10:27:52-05:00,"# Romney  has a record of  cutting jobs, cutting pay  &amp; cutting pension... but don't worry #America-- he won't do that to YOU.  #Sensata",-1,
10/16/2012,09:55:27-05:00,"blackrepublican When do we hold leadership accountable, regardless if you are for or against him, where is  Romney 's personal responsibility",-1,
10/16/2012,10:03:18-05:00,The New York Times: ìMr.  Romney  needs a working calculator.î http://t.co/o1KKLkkP,-1,
10/16/2012,09:40:31-05:00,ìo: The Lohan Effect: Will  Romney  Get a Boost from Low-Information Voters? http://t.co/COBrivwg via @TIMEPoliticsî already there,-1,
10/16/2012,09:57:59-05:00," ROMNEY  IS DANGEROUS FOR THE  WELFARE OF AMERICANS !Under HIS leadership,Mass.ranked 47th out of 50 states job creation. http://t.co/C7cCSm69",-1,
10/16/2012,10:27:38-05:00,"Sorry,  Mitt : In the Real World,  Tax Reform Doesn't Boost Growth :   Bruce Bartlett writes today that a  Romney -sty... http://t.co/DFnXY4Eo",-1,
10/16/2012,10:05:42-05:00,"if  Romney/Ryan  wins, I'm moving to Canada. or Britain.",-1,
10/16/2012,10:23:22-05:00,"Don't worry,  Romney 's  plans will fail  on their own merits. #arapgov13",-1,
10/16/2012,10:11:32-05:00,DavidLimbaugh been praying all day for an even better showing for  Romney .,-1,
10/16/2012,09:58:00-05:00,"Exactly. RT @owillis: beginning to suspect this  mitt romney  character is as  imaginary as his tax and health care ""plans"" ",-1,
10/16/2012,09:33:40-05:00,Love that  Mitt Romney  has sponsored his page on Facebook so I can see who likes it. I just unfriended five people. Thanks Mitt!,-1,
10/16/2012,09:22:00-05:00," Mitt Romney  is using immigration as a ""pinata"" after twisting himself into a ""xenophobic pretzel"": http://t.co/2uxJIn5D",-1,
10/16/2012,09:17:29-05:00,RT @TheObamaDiary: ' Mitt Romney :  WRONG for women's health ' http://t.co/cK4CJ0DO #Obama2012,-1,
10/16/2012,10:14:25-05:00,"#Oops: Drudge, Tagg Romney Fall for Fake  Mitt Romney  Endorsement from Fake Jake Gyllenhaal - @Gawker http://t.co/dcFDbTti",-1,
10/16/2012,09:40:38-05:00,#TownHallQuestions Mr. President you broke many of your 2008 promises. Why should we believe you'll honor them now? BTW I'm voting  Romney .,1,
10/16/2012,10:08:43-05:00, Mitt Romney   Lied About His Dad 's Walkout http://t.co/Sh93ZTUA via @AddInfoOrg,-1,
10/16/2012,09:42:05-05:00, Romney  now has better favorable to unfavorable ratio than  Obama  accd to RCP average,2,
10/16/2012,10:01:14-05:00,"Say what? Reagan's budget director, David Stockman, says the  Romney/Ryan   budget  is malarky. http://t.co/UnmuBYip",-1,
10/16/2012,09:51:48-05:00,"that is because  Romney 's plan (if there is one) would be the same as Newt's, let them get jobs as janitors. #AsshatsAbide",-1,
10/16/2012,09:13:26-05:00,"Facts: In 1965,  Mitt Romney  was  arrested for using large blocks of ice to slide  down the slopes of a golf course. Plain Stupid!",-1,
10/16/2012,10:27:32-05:00,"RT @DavidLimbaugh: I believe  Mitt 's ""slight"" lead in RCP national avg means he's actually significantly ahead, avg polls still biased Dems",1,
10/16/2012,09:45:03-05:00,"Hmmm. Every time I try to click the ""Get the details"" link on  Romney 's tax plan, it runs away, as if trying to hide. http://t.co/KJCZ9DhE",-1,
10/16/2012,10:17:50-05:00,@dkahanerules  I hope  Romney  is relentless. We need answers!,1,
10/16/2012,09:36:07-05:00," Mitt Romney  don't pay no tax, Mitt Romney   don't pay no tax ",-1,
10/16/2012,10:29:28-05:00,"As Massachusetts Governor,  Romney  Was Often Away http://t.co/dyBA0eC2",-1,
10/16/2012,10:29:13-05:00,y  BarackObama      WE  CANNOT   AFFORD    4   YEARS    OF    MITT ROMNEY       WILL  BE  BACK TO  THE   BUSH   DAYS,-1,
10/16/2012,09:39:36-05:00,#Politics Poll:  Romney  Has Large Lead In Rural Swing Counties: By Howard BerkesNational Public RadioOctobe... http://t.co/Dj1oW76r #TCOT,1,
10/16/2012,10:11:47-05:00,Missing from  Romney 's  tax plan: Reality - Fortune (blog) : Fortune (blog)Missing from  Romney 's tax ... http://t.co/yloi78Mh #decision2012,-1,
10/16/2012,10:11:58-05:00,"s.  Romney  is a capitalist and  capitalism  has never worked.  Use that one, please.",-1,
10/16/2012,09:41:48-05:00,"As much as  Mitt  keeps talking as Democrat, his base is not running away from him.Do they know something we don't",0,
10/16/2012,10:02:04-05:00,We voting for  Romney  cause u broke bitchez  fucking up the economy !! #myniggasmoke @bigberd #shakelife http://t.co/mdwv9ywL,1,
10/16/2012,10:01:41-05:00, Romney  Plan  Doesn't Raise Middle Class Taxes : http://t.co/UgK2aFEe #012 #tcot,1,
10/16/2012,10:06:49-05:00,"I think  Romney  the top of the ticket gives exemptions to Rape, Incest, and life of the mother. listen and you might learn",-1,
10/16/2012,09:22:45-05:00,Let me get this str8. Everyone knows  Mitt Romney  is a pathological  liar  but it's up to the POTUS to show everyone what they already know?,-1,
10/16/2012,10:12:04-05:00,ammieWF We heard  Mitt  say he doesn't care about 47&amp; percent of Americans.President  Obama 's aide hear say.i believe my earsGB,2,
10/16/2012,10:07:51-05:00,35 Reasons Youíre an Idiot if You Donít Vote for  Romney  http://t.co/ntjsMi37 // Don't show this to liberals. We already know they're idiots.,1,
10/16/2012,09:07:09-05:00,I can't stand it when people are pro  Romney  just for the fact that he's republican,-1,
10/16/2012,09:55:28-05:00,".@MarkHalperin: The  Romney  Scenario- win FL, NC &amp; VA and get to 266 http://t.co/h43y1gB3 via @TIME",1,
10/16/2012,10:28:46-05:00,A real libertarian who understands what is at stake. RT @CO2HOG: Ross Perot endorses  Mitt Romney  http://t.co/R1p4dJgK,1,
10/16/2012,09:32:30-05:00,Dumb broad talking about how  mitt Romney  is going to help  her dad pay less in taxes . I'm going to choke someone.,-1,
10/16/2012,09:37:10-05:00,America needs a strong leader not one who hides behind a woman America needs  Mitt Romney ,1,
10/16/2012,09:17:15-05:00, Obama  should hit  Romney  for false moderate talk http://t.co/6ZEo627Z via @wordpressdotcom,2,
10/16/2012,10:27:55-05:00,All This Talk About Mitt  Romney 's $5 Trillion Tax ... I Know You Want Change But I Only Have $100 Bills,-1,
10/16/2012,10:28:58-05:00,Could  Mitt romney  walk in your shoes,0,
10/16/2012,09:26:05-05:00,REMEMBER TO VOTE  ROMNEY-RYAN  YOU LAZY ASS MOOCHING PARASITES,1,
10/16/2012,09:21:16-05:00,If  Romney  wins it's going back to slavery. Lmao,-1,
10/16/2012,09:52:20-05:00," Ann Romney  like vacations too, but she won't take them on our dime.",-1,
10/16/2012,10:29:03-05:00, Mitt   Criticized By His Father ís Longtime Aide,-1,
10/16/2012,09:42:20-05:00,Super Pac Man  Romney  is Gobble Up Economics spokesman for right wing ideologues. They want all the money!,-1,
10/16/2012,09:27:39-05:00,  Mitt  for Women signs yesterday as Ann spoke. Do they know millions won't have cancer screenings if PlanParent/ Obama C cut?,1,
10/16/2012,09:03:58-05:00,These Mfs So Eager To Get  Obama  Out Of There If  Romney  Win Lets See How Many People Go To College,2,
10/16/2012,09:50:03-05:00,": ""yeahbut  Mitt Romney  wants to drone strike big bird"" #DroneMadness",0,
10/16/2012,09:12:10-05:00,Great news: We finally have details of  Romney 's tax plan.  Bad news:  the details of Romney's tax plan  http://t.co/1BL28Tp8,-1,
10/16/2012,09:00:48-05:00,taBOout12 That's terrific! We have to keep trying. I am hoping for a  Romney  landslide! 21 days till election day and I can't wait!,1,
10/16/2012,09:51:32-05:00,Bill Clinton Breaks Down  Mitt Romney 's Tax Plan 'Illusion' For  Obama  Campaign ... - Huffington Post: Bill ... http://t.co/pQlgfM4y ^ #US,-1,
10/16/2012,09:57:17-05:00,All the threats about rioting if  Romney  wins only makes me pray harder that he wins! I just love when the LEFT show their true colors!,1,
10/16/2012,09:39:02-05:00,Bill Clinton explias  liar   romney 's tax scam in full: https://t.co/alsbwBRu,-1,
10/16/2012,09:18:48-05:00,Wouldn't be surprising  if  Romney  brought along a couple of cheerleaders to cheer for him at the debate tonight!,-1,
10/16/2012,09:58:25-05:00,In June ñ  Romney  Told Employers To Tell Employees How To Vote; Now Theyíre Doing Just That http://t.co/wz4IQ67i,-1,
10/16/2012,09:37:55-05:00,Here is How GOVERNOR  Romney  reached across the aisle - He vetoed 800 bills. Democrats were able to override 750 of those he vetoed. #p2,-1,
10/16/2012,10:26:52-05:00,"Blame  Romney  ""@Tolu_Oyefeso: What are these sesame street characters doing on power rangers? :s""",0,
10/16/2012,09:32:18-05:00,If u like  Romney  u will b deleted and blocked!,-1,
10/16/2012,10:29:20-05:00,I think I'm scared to look on twitter now cause my career might be ended by Mayne  Romney ,-1,
10/16/2012,09:36:10-05:00, Romney  did NOT make his positions clear in the debate. He side stepped issues. Supreme court justices make the decisions.,-1,
10/16/2012,09:58:38-05:00,And if  Romney  gets in we are definitely goin to bomb iran...smdh,-1,
10/16/2012,10:16:41-05:00, Mitt Romney   Lied About His Dad ís Walkout http://t.co/J2eKabBH,-1,
10/16/2012,10:17:09-05:00,"When it comes to his  $5 trillion tax plan , don't let  Mitt Romney  give you the runaround. Details matter: http://t.co/GMUfCgMW @Polar_Icon",-1,
10/16/2012,09:46:37-05:00,Why  Romney  the Closer Is a Consumer Nightmare http://t.co/heYFhSw9 via @huffingtonpost,-1,
10/16/2012,09:49:34-05:00,Would  Romney  have it easier as a Latino? @RosiePerezBklyn breaks it down at http://t.co/h1TaWO9G: http://t.co/9EUMQ14g #RomneyRyan2012,1,
10/16/2012,10:22:43-05:00, Romney  wears magic underwear,1,
10/16/2012,09:18:16-05:00, Romney 's solution to childhood poverty: Borrow money from your parents.,-1,
10/16/2012,09:16:33-05:00,In case you missed this. Maddow Show.  Romney  Is Attacked By His Father's Longtime Aide: http://t.co/cblyUvTo via @youtube,-1,
10/16/2012,10:21:40-05:00," Obama , if you don't fight, there is a chance you could lose.  Romeny , if you keep beig vague, people will not trust you. #arapgov13",2,
10/16/2012,09:02:45-05:00,Economy expected to create 12M jobs by 2016.  Romney  brags his plan creates 12M jobs. Interesting. Kinda like cleaning an already clean pot.,-1,
10/16/2012,09:28:22-05:00," Romney , Ryan love North Face. Founder finds it 'ironic': Read full story for latest details.  http://t.co/mB3sIb3Q",0,
10/16/2012,10:24:38-05:00,Lots of pundits doing new electoral  Romney  math. Good luck with that.,0,
10/16/2012,09:04:48-05:00,ì@realDonaldTrump: I have no doubt that  Mitt  will do really well tonight. We'll all be watching @MittRomney.î Agreed!!,1,
10/16/2012,10:29:30-05:00,"!!!!! ì@iBlackguy: You think its hard being minority and middle class now, shit gone get real if  Romney  win #PLESAEVOTEî",1,
10/16/2012,09:45:04-05:00, Romney  Is a  vulture capitalist  who destroyed jobs and lives;pioneered outsourcing of American jobs; has off shore accounts n pays no Fed tax,-1,
10/16/2012,10:03:59-05:00,Pyramid Sounds like  Romney ! Different reasons same intent. Humiliation.,0,
10/16/2012,09:29:43-05:00,oys it's gonna be another blow out for the POTUS!!!!  Romney 's is toooooo whack,-1,
10/16/2012,10:23:10-05:00," Mitt #Romney : ""Corporations are people, my friend."" #Sensata http://t.co/zEyih0tk",-1,
10/16/2012,10:23:36-05:00,What a fake! I will NOT vote for  Romney  /Ryan ticket. #edshow,-1,
10/16/2012,10:06:57-05:00,rt @FortuneMagazine: Curious if  Romney 's  tax plan could work ? We crunched the numbers -- find out the answer: http://t.co/iZmAsBqN #romney,-1,
10/16/2012,09:32:14-05:00," Mitt Romney  cancels 'The View' appearance  http://t.co/0RUXCuWf via @msntv because he might be asked to tell the truth, foreign to him",-1,
10/16/2012,09:00:23-05:00,Ya'll go ahead and vote for slick talking ass  Romney ...he'll put you in a sling but you won't be able to pay for it.,-1,
10/16/2012,09:45:21-05:00,How many truly ignorant women out there believe that  Romney  &amp; Repubs r going 2  ban birth control ? Only t stupid Libs.,0,
10/16/2012,10:16:45-05:00,"ëModerate  Mitt í Myth http://t.co/uVmnP79v.  Romney : no principles, just the desire to be president at any cost. #undecidedvoters.",-1,
10/16/2012,10:10:30-05:00,"Report:  Romney/Ryan  plan could  increase Medicare costs  by up to $4,440 a year http://t.co/WD1ZwF2a",-1,
10/16/2012,09:42:22-05:00,If  Romney wins and Roe v. Wade Goes - we know from our own countryís pre-Roe history the brutal consequences http://t.co/M4XJrHe8,-1,
